(914,671)
(853,478)
(123,676)
(832,871)
(761,511)
(218,521)
(298,158)
(521,695)
(23,777)
(875,668)
(586,605)
(801,675)
(975,879)
(533,77)
(308,973)
(449,426)
(463,285)
(964,348)
(291,602)
(831,385)
(299,25)
(402,592)
(49,44)
(652,698)
(338,76)
(499,44)
(21,890)
(696,311)
(967,563)
(539,838)
(140,574)
(872,800)
(589,800)
(571,216)
(327,56)
(728,336)
(528,971)
(699,576)
(50,327)
(717,832)
(877,863)
(10,865)
(471,191)
(98,339)
(498,29)
(556,808)
(408,17)
(119,401)
(800,82)
(202,735)
(878,380)
(517,67)
(57,468)
(362,246)
(790,848)
(896,459)
(244,758)
(393,498)
(242,357)
(246,74)
(243,685)
(22,701)
(362,732)
(560,346)
(149,424)
(662,460)
(56,361)
(804,220)
(64,840)
(689,477)
(279,571)
(552,111)
(422,133)
(317,924)
(86,484)
(710,37)
(384,945)
(804,612)
(247,945)
(507,599)
(814,895)
(334,391)
(545,281)
(505,164)
(992,413)
(570,812)
(993,860)
(5,416)
(476,705)
(399,720)
(842,172)
(305,49)
(732,705)
(849,141)
(808,151)
(547,749)
(48,835)
(939,418)
(281,802)
(243,694)
(155,458)
(412,437)
(760,807)
(835,695)
(605,495)
(268,328)
(311,488)
(728,913)
(147,343)
(87,236)
(72,161)
(649,993)
(909,297)
(458,304)
(189,748)
(472,150)
(813,811)
(235,856)
(207,698)
(516,121)
(50,721)
(102,815)
(25,317)
(482,734)
(866,589)
(427,953)
(80,867)
(41,516)
(999,939)
(748,494)
(679,545)
(539,710)
(822,730)
(834,405)
(651,356)
(511,258)
(799,627)
(69,994)
(12,523)
(356,503)
(474,675)
(841,102)
(647,152)
(313,955)
(322,157)
(616,129)
(765,206)
(613,820)
(195,689)
(227,843)
(755,318)
(545,146)
(157,240)
(784,50)
(852,312)
(255,419)
(677,837)
(997,527)
(919,990)
(654,677)
(852,638)
(71,501)
(141,473)
(504,165)
(30,152)
(352,484)
(795,493)
(523,934)
(241,539)
(117,343)
(82,602)
(219,928)
(669,269)
(674,628)
(567,622)
(445,67)
(533,836)
(696,360)
(899,236)
(422,984)
(212,183)
(628,695)
(350,307)
(351,814)
(588,769)
(192,561)
(949,495)
(240,75)
(498,644)
(339,505)
(802,658)
(411,736)
(535,739)
(628,133)
(378,833)
(272,918)
(142,109)
(385,751)
(888,606)
(21,135)
(185,209)
(827,134)
(878,159)
(621,651)
(366,275)
(695,683)
(625,943)
(358,71)
(835,26)
(599,523)
(492,279)
(763,890)
(220,104)
(4,604)
(263,144)
(524,547)
(751,211)
(79,232)
(918,973)
(235,405)
(679,136)
(374,747)
(835,437)
(197,989)
(344,942)
(315,740)
(110,718)
(724,444)
(313,839)
(326,795)
(959,354)
(798,73)
(430,277)
(678,453)
(832,734)
(945,879)
(286,848)
(773,10)
(66,770)
(261,873)
(122,222)
(531,742)
(937,106)
(482,447)
(282,573)
(123,394)
(918,324)
(288,561)
(426,213)
(117,442)
(818,513)
(463,762)
(400,662)
(689,771)
(933,332)
(976,816)
(310,407)
(536,576)
(862,302)
(296,939)
(745,689)
(162,820)
